type,chapter,location,japanese,english,row
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",これで心おきなく眠りにつける……,"With this, I can reach sleep with no regrets......",15785
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",さらばだ、グレン……[END],"Farewell, Glenn......",15787
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「ま、待ってくれ、サイラス！ 俺は……,"Frog: W, wait, Cyrus! I......",15791
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",俺は………！[END],I.........!,15793
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",サイラス「王妃を…… リーネ様をたのむ……,Cyrus: The Queen...... Take care of Leene-sama......,15796
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",さらばだ……,Farewell......,15798
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",我が友　グ……レ………ン…………[END],My friend G......le.........nn............,15800
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「サイラァーーーースッ！[END],Frog: Cyruuuuuus!,15802
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「すまなかった…… サイラス……[END],Frog: I'm sorry...... Cyrus......,15805
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「！？[END],Frog: !?,15807
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「グ、グランドリオンが？[END],"Frog: Th, the Grandleon?",15809
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「この……みなぎる力……[END],Frog: This...... overflowing power......,15811
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",[Grandleon] 「フフ……,"[Grandleon] 'Hu, hu......",15815
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",「そうさ！[END],'Right!,15817
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",リオン「あんたは、なやんでたろ。,"Leon: You were troubled, weren't you.",15819
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",グラン「勇者の強さは、意思の強ささ！,Gran: A Hero's strength is strength of will!,15821
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",リオン「罪ほろぼしのためなんかじゃない。,Leon: It's not to atone for sins or anything like that.,15824
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",グラン「あんたの意思が、今、本当の強さを 持ったのさ！[END],"Gran: Your will, just now, had true strength!",15827
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「俺の……意思……！[END],Frog: My...... will......!,15829
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",リオン「これで、心おきなくボクらも 力を出せるね、兄ちゃん！[END],"Leon: With this, we can let out our power with no regrets too, nii-chan!",15832
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",グラン「そうだな、リオン！[END],"Gran: You got it, Leon!",15834
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「これが……,Frog: This......,15836
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",これが グランドリオンの本当の姿なのか！！[END],So THIS is the Grandleon's true form!!,15839
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「サイラスよ、俺は行く。,"Frog: Cyrus, I'm going.",15841
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",お前のこころざしをつぐため……。 それが……！[END],To fulfill your aspirations...... That is......!,15844
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「お前への最後のはなむけだ！[END],Frog: My final parting gift to you!,15846
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",カエル「さ、行くぞ……。[END],"Frog: Come on, we're going......",15848
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",[Grave] そのおもいを親友グレンにたくして 勇者サイラス、ここに眠る。[END],"[Grave] The Hero Cyrus, who entrusted his hopes to his best friend Glenn, sleeps here.",15852
text,To the Fateful Time......,"Northern Ruins, 600 A.D.",[Boss] もう、おいら達が修理出来る場所は 残ってないぜ。[END],[Boss] There aren't any places left any more that we can repair.,15856
location,To the Fateful Time......,,,,15858
text,To the Fateful Time......,"Denadoro Mts., 600 A.D.",カエル「見きったり フリーランサー！！[END],"Frog: Saw right through it, Freelancer!!",15862
text,To the Fateful Time......,"Denadoro Mts., 600 A.D.",[System] それは、カエルの手の中で さんぜんと光り輝いた……！！[END],[System] It shone brilliantly within Frog's hand......!!,15866
text,To the Fateful Time......,"Denadoro Mts., 600 A.D.",金の石を手に入れた！[END],Got the Gold Stone!,15868
text,To the Fateful Time......,"Denadoro Mts., 600 A.D.",カエル「俺はもう、以前の俺とは 違うぜ……！！[END],Frog: I am now different from my former self......!!,15871
location,To the Fateful Time......,,,,15873
text,To the Fateful Time......,"Hero's Grave, 1000 A.D.",[System] おにまるがバージョンアップ！ [item]を手に入れた！[END],[System] Onimaru version up! Got Suzaku!,15878
text,To the Fateful Time......,"Hero's Grave, 1000 A.D.",セイレーンがバージョンアップ！ [item]を手に入れた！[END],Siren version up! Got Valkyrie!,15882
text,To the Fateful Time......,"Hero's Grave, 1000 A.D.",ノヴァアーマーがバージョンアップ！ [item]を手に入れた！[END],Nova Armor version up! Got Moonlight Armor!,15886
text,To the Fateful Time......,"Hero's Grave, 1000 A.D.",ペンダントに反応して中の物が光りだした。 なかみを取り出しますか？ はい いいえ[END],Something inside reacted to the pendant and began glowing. Remove the contents? Yes No,15891
location,To the Fateful Time......,,,,15893
text,To the Fateful Time......,"Choras Residence, 600 A.D.",[Old Woman] この村の北にある勇者の墓。 あそこには、ガルディア王国の騎土 サイラス様がほうむられておるのじゃ。[END],"[Old Woman] The Hero's Tomb is north of this town. Cyrus-sama, Knight of Guardia Kingdom, is entombed there.",15899
location,To the Fateful Time......,,,,15901
text,To the Fateful Time......,"Choras Cafe, 600 A.D.",[Young Man] この村の北には、あのサイラス様のお墓が あるのさ。　一度行ってみなよ。[END],[Young Man] THE Cyrus-sama's grave is north of this town. Try going some time.,15906
location,To the Fateful Time......,,,,15908
text,To the Fateful Time......,"Choras Mayor's Manor, 1000 A.D.",[Mayor] この村の北には、勇者の墓がある。 400年前、ガルディア王国を救わんとして 単身、魔王に戦いをいどんだ勇者 サイラス様が眠る場所だ。[END],"[Mayor] North of this town is the Hero's Tomb. It's the place where the Hero Cyrus-sama, who challenged Magus to combat unaided in an attempt to save Guardia Kingdom, sleeps.",15915
text,To the Fateful Time......,"Choras Mayor's Manor, 1000 A.D.",[Maid] 400年前、魔王と戦った 勇者サイラスとその親友グレンの話…… 遠い昔の伝説です。[END],"[Maid] The story of the Hero Cyrus who fought Magus, and his best friend Glenn...... It's a legend from long ago.",15920
text,To the Fateful Time......,"Choras Mayor's Manor, 1000 A.D.",[Woman] ヒマよねェ…… 私もガルディア王国の千年祭に 行ってみようかしら？[END],[Woman] Nothing's going on...... Maybe I'll try going to Guardia Kingdom's Millennial Festival too?,15925
text,To the Fateful Time......,"Choras Mayor's Manor, 1000 A.D.",[Maid] 平和すぎる世の中というものも ツマラないものザマスことよ、ホホホ。[END],"[Maid] If the world's too peaceful, that means it's boring, ho, ho, ho.",15929
text,To the Fateful Time......,"Choras Mayor's Manor, 1000 A.D.",[Old Woman] この村の北にある勇者の墓。 あそこにほうむられておるサイラス様は この町のまもり神じゃ。[END],"[Old Woman] The Hero's Tomb is north of this town. Cyrus-sama, entombed there, is this town's guardian deity.",15934
location,To the Fateful Time......,,,,15936
text,To the Fateful Time......,"Choras Inn, 1000 A.D.",[Boss] え？　いつも酒場にばかりいて いつ大工のしごとをしているのかって？ カタイことはいいっこなしだぜ！[END],[Boss] Huh? When do I do my carpentry job if I'm always in the bar? Don't worry 'bout the hard stuff!,15942
text,To the Fateful Time......,"Choras Inn, 1000 A.D.",[Young Woman] ねえ、あなた達、知ってる？ あの、サイラス様とその親友の話…… はい いいえ[END],"[Young Woman] Hey, did you guys know? About that Cyrus-sama and his best friend...... Yes No",15948
text,To the Fateful Time......,"Choras Inn, 1000 A.D.",サイラス様には、グレンという名前の 親友がいたんですって！,Cyrus-sama had a best friend named Glenn!,15951
text,To the Fateful Time......,"Choras Inn, 1000 A.D.",そのグレンという人は、サイラス様が 魔王に殺された後、伝説の剣を手に 魔王軍と戦ったそうよ。,They say that Glenn took up the legendary sword and fought Magus's army after Cyrus-sama was killed by Magus.,15955
text,To the Fateful Time......,"Choras Inn, 1000 A.D.",男の友情よねェ、うるうる。[END],"That's male camaraderie, how moving.",15957
text,To the Fateful Time......,"Choras Inn, 1000 A.D.",トマ13世「伝説の太陽石って知ってるか？,Toma the 13th: Know about the legendary Sun Stone?,15959
text,To the Fateful Time......,"Choras Inn, 1000 A.D.",トマ1世が[pc1]ってヤツに 先をこされた虹の貝がらって宝と かけあわせると、すっげェ武器が 作れるらしいぜ。,Seems you can make an amazing weapon if you cross it with the rainbow shell treasure that Toma the 1st got beaten to by some [char1] person.,15964
text,To the Fateful Time......,"Choras Inn, 1000 A.D.",古代の書物で見つけた情報だ。[END],Found that info in an ancient book.,15966
location,To the Fateful Time......,,,,15968
text,To the Fateful Time......,"West Cape, 1000 A.D.",[Grave] 王国歴　634．3．6 いだいなる探検家　トマ・レバイン ここに眠る……。[END],"[Grave] 3/6, Kingdom Year 634. The great explorer Toma Levine sleeps here......",15974
text,To the Fateful Time......,"West Cape, 1000 A.D.",トマ「よう[pc1]、ひさしぶりだな。,"Toma: Yo, [char1], long time no see.",15976
text,To the Fateful Time......,"West Cape, 1000 A.D.",ついに、虹色の貝がらを見つけたぜ。[END],I finally found the Rainbow-Colored Shell.,15978
text,To the Fateful Time......,"West Cape, 1000 A.D.",トマ「この岬から北西の海上に 巨人のツメと呼ばれる島がある。 虹色の貝がらは、そこにある。[END],Toma: There's an island called Giant's Claw on the ocean northwest from this cape. The Rainbow-Colored Shell is there.,15982
text,To the Fateful Time......,"West Cape, 1000 A.D.",トマ「しかし、気をつけな。 あそこにゃ化け物がわんさといるぜ。[END],Toma: But be careful. There's hordes of monsters over there.,15985
text,To the Fateful Time......,"West Cape, 1000 A.D.",トマ「じゃあ、そろそろお別れだ。[END],"Toma: Well, it's time I left.",15987
text,To the Fateful Time......,"West Cape, 1000 A.D.",トマ「やっぱり、お前と飮む酒は最高だぜ。,Toma: The sake I drink with you really is the best.,15989
text,To the Fateful Time......,"West Cape, 1000 A.D.",あばよ……。[END],See ya......,15991
location,To the Fateful Time......,,,,15993
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",[Note] トマの書いたらしいメモが落ちている…… 『落としあな…もしかしてわざと落ちる？ ちっ…でなおしてくるか……』[END],"[Note] A memo that it seems Toma wrote has fallen...... ""The pit... maybe fall deliberately? Tch... start over......?""",16000
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",マール「ティラン城？[END],Marle: Tyran Castle?,16002
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",ルッカ「ティラン城？[END],Lucca: Tyran Castle?,16004
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",ロボ「ココハ恐竜人の 城のようデスネ。[END],Robo: THIS appears to BE the castle of the Dinomen.,16007
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",カエル「ティラン城か？[END],Frog: Tyran Castle?,16009
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",エイラ「ゾワー！！ 恐竜人の城　なんでこんなとこ　ある？[END],Ayla: Zowaa!! Why Dinomen's castle in place like this?,16012
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",魔王「原始時代の城か？[END],Magus: A castle of the Primeval era?,16014
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",マール「ラヴォスが落ちてきたときに 地中深くうまって……　そのまま遺跡に なっていたのね。[END],Marle: When Lavos came falling it was buried deep underground...... and it stayed like it was and became an ancient ruin.,16018
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",ルッカ「ラヴォス落下時に 地中深くにうまって遺跡化したのね。[END],Lucca: When Lavos fell it was buried deep underground and became an ancient ruin.,16021
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",ロボ「ラヴォス落下時に 地中にうまり、そのまま遺跡に なったのデスネ。[END],"Robo: When Lavos fell, it was buried underground, then stayed as it was and BECAME an ancient ruin.",16025
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",カエル「ラヴォスが落ちてきた時 地中深くうまり…… そのまま遺跡になったってわけか……。[END],Frog: When Lavos came falling it was buried deep underground...... so this means it stayed like it was and became an ancient ruin......?,16029
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",エイラ「ラヴォス　ふってきた時 ティラン城　うまった。 そのまま　ずーっと　地面の下……！[END],Ayla: When Lavos rained down Tyran Castle buried. It stay same looong time under ground......!,16033
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",魔王「原始の城……[END],Magus: A Primeval castle......,16035
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",マール「これが虹色の貝がら！[END],Marle: This is the Rainbow-Colored Shell!,16037
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",ルッカ「これが虹色の貝がら！[END],Lucca: This is the Rainbow-Colored Shell!,16039
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",ロボ「虹色の貝がらデスネ。[END],Robo: It IS the Rainbow-Colored Shell.,16041
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",カエル「フム。これが虹の貝がらか。[END],Frog: Hmm. So this is the rainbow shell.,16043
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",エイラ「きれい！　大きい！ これ　虹色の貝がらか？ 食べられるか？[END],Ayla: Pretty! Big! This Rainbow-Colored Shell? Can eat?,16048
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",魔王「私には、にあわぬ色だ……。[END],Magus: The color doesn't suit me......,16051
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",マール「重～い！ これじゃあ運べないよ。 城からおうえんを呼んでこよう！[END],Marle: Heaaaavy! We can't move it like this. Let's go call for support from the castle!,16055
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",ルッカ「重すぎるわね。 ガルディア城からおうえんを呼んで きましょう。[END],Lucca: It's too heavy. Let's go call for support from Guardia Castle.,16059
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",ロボ「重すぎマス。 ガルディア城からオウエンを 呼ばないと。[END],Robo: It IS too heavy. We must call for SUPPORT from Guardia Castle.,16063
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",カエル「重い！ 王にお願いし、城からおうえんを 呼んで来よう。[END],Frog: Heavy! Let's go make a request to the king for support from the castle.,16067
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",エイラ「おもい　おもい！ 運べない。城に　誰か　いないのか？[END],"Ayla: Heavy, heavy! Can't move. Nobody at castle?",16070
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",魔王「誰かに運ばせるか？[END],Magus: Can we get someone to move it?,16073
location,To the Fateful Time......,,,,16076
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",王「よくぞ来た！ 君らは、いつでもかんげいするぞ。 ん？　どうされた？[END],King: Well come! We welcome you at any time. Hm? What's wrong?,16081
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",マール「実は……[END],Marle: Actually......,16083
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",ルッカ「あ、あのですね……[END],"Lucca: Ah, well you see......",16085
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",ロボ「お願いがあるのデスガ……[END],Robo: We HAVE a request......,16087
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",カエル「おそれながら、お願いが ございます……[END],"Frog: Most respectfully, we have a request......",16091
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",エイラ「エイラ　たのみ　ある。[END],Ayla: Ayla have request.,16093
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",王「なるほど、その島にある 大きな貝がらを、後世までほかんして ほしいと？[END],"King: I see, you want me to keep the large shell that's on that island safe unto future generations?",16097
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",リーネ「他ならぬ、[pc1]達の たのみです。 私からもお願いします。[END],Leene: The request from none other than {char1} and the others. I implore you as well.,16101
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",王「あいわかった！ その虹色の貝がらとやら、城に運ばせ 家宝として代々、宝物庫に 安置させよう。[END],King: Understood! I shall have that Rainbow-Colored Shell object moved to the castle and kept in a treasure storehouse as an heirloom for generations.,16106
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",騎土団長！[END],Knight Captain!,16108
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",騎土団長「は！[END],Knight Captain: Sir!,16110
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",王「巨人のツメにわたり、虹色の貝がらなる 巨大な貝を、何としても城に 持ちかえるのだ！[END],"King: Cross to Giant's Claw, and bring the huge shell, the Rainbow-Colored Shell, back to the castle, no matter what it takes!",16114
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",騎土団長「は、ただちに！[END],"Knight Captain: Yes sir, right away!",16116
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",マール「ありがとう、王様！リーネ！[END],"Marle: Thanks, King! Leene!",16118
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",ルッカ「ありがとうございます！[END],Lucca: Thank you!,16121
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",ロボ「アリガトウゴザイマス！[END],Robo: THANK YOU!,16123
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",カエル「私の様な者のため ありがとうございます。[END],Frog: Thank you for doing this for such a person as myself.,16126
text,To the Fateful Time......,"Guardia Castle, 600 A.D.",エイラ「お前　いいヤツ！ エイラ　気に入ったぞ！[END],Ayla: You good guy! Ayla like!,16129
location,To the Fateful Time......,,,,16132
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",兵士「お、重～い～ でも、必ず城へ運びます！[END],"Soldier: H, heeeavyyy. But, we will unfailingly transport it to the castle!",16136
text,To the Fateful Time......,"Giant's Claw, 600 A.D.",騎土団長「みんな～！ がんばれー！！[END],Knight Captain: Everyone! Keep at it!!,16139
location,To the Fateful Time......,,,,16141
text,To the Fateful Time......,"Choras Café, 600 A.D.",トマ「よう、[pc1]、虹の貝がらを 見つけただって？ 先をこされちまったなァ。,"Toma: Yo, [char1], I hear you found the rainbow shell? Guess I got beaten to it.",16146
text,To the Fateful Time......,"Choras Café, 600 A.D.",気にするなって。 どうせ俺じゃ、あそこの恐竜にゃあ 勝ち目がねェ。,Don't worry about it. I didn't stand a chance against the dinosaurs over there anyway.,16150
text,To the Fateful Time......,"Choras Café, 600 A.D.",さァて、次にねらうは伝説の太陽石だ！[END],"Okay, I'll aim for the legendary Sun Stone next!",16152
location,To the Fateful Time......,,,,16154
text,To the Fateful Time......,"Truce Inn, 1000 A.D.",[Young Woman] 最近のガルディア城って 兵士の出入りが多いわね……。 そりゃお城なんだからっていったら そうだけどね。[END],"[Young Woman] There's been a lot of soldiers moving in and out of Guardia Castle lately...... Well, if you say it's because it's the castle, I guess you're right.",16161
text,To the Fateful Time......,"Truce Inn, 1000 A.D.",[Young Man] 城の兵士に聞いたんだが 最近、大臣の様子がなんか変だとか……。[END],"[Young Man] I heard about it from the castle soldiers, the chancellor's seemed kind of strange lately......",16165
location,To the Fateful Time......,,,,16167
text,To the Fateful Time......,"Truce Residence, 1000 A.D.",[Young Man] そういえば……、楽しみにしてる ガルディア王のパレード いつまでたってもはじまらない……。 どうしたんだろう？[END],[Young Man] Come to think of it...... King Guardia's parade that I'm looking forward to isn't starting however much time passes...... I wonder what's wrong?,16174
location,To the Fateful Time......,,,,16176
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[System] 不思議な力で封印されている……。[END],[System] It's sealed with a mysterious power......,16180
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ペンダントに反応して中の物が光りだした。 なかみを取り出しますか？ はい いいえ[END],Something inside reacted to the pendant and began glowing. Remove the contents? Yes No,16185
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[System] レッドベストがバージョンアップ！ レッドプレートを手に入れた！[END],[System] Red Vest version up! Got a Red Plate!,16189
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Soldier] 王が代々伝わる家宝をひそかに 売り飛ばしたという事ですが……。[END],[Soldier] They say the king secretly sold off an heirloom that was passed down for generations......,16193
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Soldier] 間もなく裁判が始まります。 誰って？,"[Soldier] Before long, the trial will begin. 'Whose'?",16197
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ガルディア王の裁判です。[END],King Guardia's trial.,16199
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Young Woman] 見はられてちゃ料理にしゅうちゅう 出来ないだろ！[END],[Young Woman] How am I supposed to concentrate on cooking when I'm being watched!,16204
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Soldier] よけいな事は言うな！[END],[Soldier] Don't say anything unnecessary!,16207
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Young Woman] 見はってなくたって大臣の料理に 毒なんかもりませんよ。[END],[Young Woman] I wouldn't put poison or anything in the Chancellor's food even if you weren't keeping watch.,16211
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Soldier] 裁判が終わるまでは ふうさしろとの大臣のご命令です。[END],"[Soldier] Until the trial ends, the Chancellor's orders are to close this off.",16215
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Soldier] 左に同じです。,[Soldier] Same as the left.,16218
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",そこに、かいだんなんか あったっけな……？[END],Weren't there stairs or something there......?,16221
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Soldier] 通せません！[END],[Soldier] We cannot let you pass!,16224
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「通しなさーい！！[END],Marle: LET US THROUUUGH!!,16226
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「みなさん！王家に伝わる家宝 『虹色の貝がら』をご存じですか？ 私もこれを見るまでは 知りませんでした。[END],"Chancellor: Everyone! Do you know of the ""Rainbow-Colored Shell"" heirloom passed down in the royal family? Until I saw this, I did not know of it either.",16232
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「ガルディアの遠い祖先の書いた 遺言です。,Chancellor: It's a will that Guardia's distant ancestor wrote.,16235
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",『千年の建国祭の時に 家宝『虹色の貝がら』を 国民の前にまつれ。』[END],"""At the time of the National Foundation Millennial Festival, present the heirloom, ""Rainbow-Colored Shell"" before the people.""",16239
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",王「そんな物は知らん！ だいたい家宝などこの城にはない。[END],King: I know of no such thing! There's no such thing as an heirloom in this castle to begin with.,16243
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「これがニセモノとでも？,Chancellor: Are you suggesting this is a forgery?,16245
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",なぜヒコクは『虹色の貝がら』を 国民の前に出さないのか？,"Why does the defendant not bring out the ""Rainbow-Colored Shell"" before the people?",16248
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",それはもうここにないからです。 よくに目がくらんだヒコクはお金ほしさ に大事な家宝を売ってしまったのです。 さ、証人を……。[END],"That is because it is no longer here. The defendant, dazzled by greed, sold the precious heirloom out of a want for money. Now, the witnesses......",16253
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「な、何です王女様。裁判中です。,"Chancellor: Wh, what is it, Princess? We're in the middle of a trial.",16256
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「父上！[END],Marle: Father!,16258
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",王「おお、マールディアよ 私は大臣にはめられようとしている！[END],"King: Oh, Marledia, I'm the victim of a framing attempt by the chancellor!",16261
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「人聞きが悪いですなあ。 しょうこさえあれば王の無実は 証明できるのですよ。,"Chancellor: You're disreputable. If only you had proof, you could verify the king's innocence.",16265
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「しょうこ？,Marle: Proof?,16267
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「ええ もし家宝を売っていなければ まだこの城にあるはずですからな。,"Chancellor: Yes, because supposing that he hasn't sold the heirloom, it should still be in this castle.",16271
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",私の目の前に『虹色の貝がら』を 持って来られたのならば、無罪を みとめましょう。 ま、無理でしょうけどね……くく…。[END],"If you go bring the ""Rainbow-Colored Shell"" before my eyes, I shall admit the king's innocence. Well, I doubt that's possible, though...... ku, ku...",16276
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",王「大臣！　何をたくらんでおる？！[END],King: Chancellor! What are you plotting?!,16278
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「さ、そいつらをつまみ出せ！[END],"Chancellor: Now, throw them out!",16281
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",だめです。 王女さまといえどもお通しできません。[END],"[Soldier] We cannot. Even though you may be the princess, we cannot allow you to pass.",16286
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「何言ってるの！ あれは大臣のでっちあげなのよ。 初めっから家宝なんてないのよ！！[END],Marle: What are you saying! That's the chancellor's made-up story. There's no such thing as an heirloom in the first place!!,16291
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「なるほど！,Marle: I get it!,16293
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",AD600年の王様…… つまり先祖さまにわたして来た 『虹色の貝がら』が400年たった 今でもしまってあるって言うのね？[END],"You mean the ""Rainbow-Colored Shell"" we handed over to the King in A.D.600...... that is, my ancestor, is shut away even now that 400 years have passed, right?",16298
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「行きましょう。 きっと地下だわ！[END],Marle: Let's go. It's got to be in the basement!,16301
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ルッカ「『虹色の貝がら』を 持って行けば無実を証明出来るわ！[END],"Lucca: If we bring the ""Rainbow-Colored Shell"", we can prove his innocence!",16304
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ルッカ「わすれたの？ 私達がAD600年でやってきた事…。 歴史を変えたため、今の時代のこの城に 『虹色の貝がら』はあるはずなのよ！[END],"Lucca: Have you forgotten? What we did in A.D.600... Because we changed history, the ""Rainbow-Colored Shell"" should be in this castle in the current era!",16311
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ロボ「『虹色の貝がら』を 持っていけば無実を証明デキマス。[END],"Robo: If we bring the ""Rainbow-Colored Shell"", we CAN prove his innocence.",16314
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ロボ「わすれマシタカ？ AD600年でやってきた事。 歴史を変えたため、今の時代のこの城に 『虹色の貝がら』があるはずなのデス。[END],"Robo: HAVE you forgotten? What we did in A.D.600. Because we changed history, the ""Rainbow-Colored Shell"" should BE in this castle in the current era.",16320
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",カエル「『虹色の貝がら』を 持って行けば無実を証明できるぜ。[END],"Frog: If we bring the ""Rainbow-Colored Shell"", we can prove his innocence!",16323
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",カエル「わすれたか？ 俺達がAD600年でやってきた事を。 歴史を変えたため、今の時代のこの城に 『虹色の貝がら』があるはずなんだ。[END],"Frog: Have you forgotten? What we did in A.D.600. Because we changed history, the ""Rainbow-Colored Shell"" should be in this castle in the current era.",16329
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",エイラ「『虹色の貝がら』　持ってく！ マールの父親　助かる！！[END],"Ayla: Bring ""Rainbow-Colored Shell""! Help Marle's father!!",16332
